LOCODE,NAME,STATE
TVK,East Fishkill,NY
ERK,East Flat Rock,NC
EFO,East Fork,AK
EFJ,East Freehold,NJ
EFN,East Freetown,MA
EGZ,East Glenville,NY
EGO,East Goshen,PA
EBY,East Granby,CT
EGQ,East Grand Forks,MN
EGY,East Greenbush,NY
UFT,East Greenville,PA
UFU,East Greenwich,RI
EH5,East Greenwich,WA
TDM,East Haddam,CT
EAH,East Hampton,CT
HTO,East Hampton,NY
EHA,East Hanover,NJ
EHT,East Hartford,CT
EH6,East Harwich,MA
EHV,East Haven,CT
EHC,East Hazel Crest,IL
EAI,East Irvine,CA
IS8,East Islip,NY
JW7,East Jewett,NY
EJD,East Jordan,MI
EKB,East Keansburg,NJ
EK8,East Kingston,NH
E2A,East Lake,NC
E2L,East Lake,OH
EQ4,East Lansing,MI
XXY,East Leroy,MI
ETY,East Liberty,OH
ELO,East Liverpool,OH
ETL,East Longmeadow,MA
ETA,East Los Angeles,CA
EAY,East Lyme,CT
EM7,East Machias,ME
EQP,East McKeesport,PA
EM9,East Meadow,NY
EMI,East Millinocket,ME
EA9,East Millstone,NJ
EMN,East Moline,IL
EXM,East Moriches,NY
5EN,East New York,NY
ETK,East Newark,NJ
EIO,East Norriton,PA
EAP,East Northport,NY
ENQ,East Norwalk,CT
EOG,East Orange,NJ
O3T,East Otto,NY
YEP,East Palestine,OH
EYH,East Palmyra,NY
EPD,East Palo Alto,CA
EZP,East Patchogue,NY
EPJ,East Pembroke,NY
EP5,East Penn,PA
EPO,East Peoria,IL
EPN,East Point,GA
EPY,East Point,KY
EPF,East Prairie,MO
EPR,East Providence,RI
EQG,East Quogue,NY
ER8,East Randolph,VT
E6R,East Ridge,TN
ER5,East Rio,WI
ERC,East Rochester,NY
EKY,East Rockaway,NY
ERU,East Rutherford,NJ
ESL,East Saint Louis,IL
QET,East Setauket,NY
ESA,East Sparta,OH
KCO,East Stockton,CA
ESP,East Stroudsburg,PA
ES2,East Swanzey,NH
ESY,East Syracuse,NY
ETU,East Taunton,MA
ECA,East Tawas,MI
UUD,East Thetford,VT
TYY,East Troy,WI
ZEP,East Walpole,MA
EWY,East Weymouth,MA
EW8,East Wilton,ME
99W,East Windsor,CT
EWS,East Windsor,NJ
EW2,East Woodstock,CT
EBG,Eastaboga,AL
NXM,Eastampton Township,NJ
EE4,Eastanollee,GA
ETJ,Eastchester,NY
EFD,Eastford,CT
EHQ,Eastham,MA
EHN,Easthampton,MA
QOJ,Eastlake,OH
ETN,Eastland,TX
EZG,Eastman,GA
8MB,Easton,CT
ETM,Easton,MA
ESN,Easton,MD
XFF,Easton,ME
TKU,Easton,MN
EZN,Easton,NY
ABE,Easton,PA
ESW,Easton,WA
EAS,Eastover,SC
VVT,Eastpoint,FL
EP6,Eastpointe,MI
EPI,Eastport,ID
EPM,Eastport,ME
ESD,Eastsound,WA
EV5,Eastvale,CA
ESZ,Eastwood,KY
ETQ,Eaton,CO
E9A,Eaton,IN
EAQ,Eaton,OH
EPK,Eaton Park,FL
ETP,Eaton Rapids,MI
AAX,Eatonton,GA
EAJ,Eatontown,NJ
ETV,Eatonville,WA
EIC,Eau Claire,MI
EAU,Eau Claire,WI
EBE,Ebensburg,PA
EB5,Ebro,FL
EK3,Eckman,WV
EC2,Eclectic,AL
EKP,Ecorse,MI
EQU,Ecru,MS
EDX,Edcouch,TX
E2D,Eddington,ME
EJY,Eddy,TX
ESX,Eddystone,PA
EYV,Eddyville,IA
EDV,Eddyville,KY
EY3,Eddyville,NE
QED,Eden,GA
EDI,Eden,ID
EDB,Eden,NC
EDY,Eden,NY
ED3,Eden,SD
DJE,Eden,UT
EV6,Eden,VT
EWF,Eden,WI
EDP,Eden Prairie,MN
ZVY,Eden Valley,MN
ENX,"Eden, Concho",TX
QEM,"Eden, Nacogdoches",TX
EDE,Edenton,NC
EG4,Edgar,FL
E9D,Edgar,MT
EJR,Edgar,NE
ED9,Edgar,NJ
EGA,Edgar,WI
ETW,Edgartown,MA
ECB,Edgecomb,ME
EDF,Edgefield,SC
EYD,Edgeley,ND
GME,Edgemere,MD
EGM,Edgemont,PA
DGM,Edgemont,SD
EGU,Edgemoor,DE
EEU,Edgerton,KS
EN4,Edgerton,MN
EN6,Edgerton,OH
EGT,Edgerton,WI
EZQ,Edgewater,CO
EJW,Edgewater,FL
EW7,Edgewater,MD
EGW,Edgewater,NJ
EJT,Edgewater Beach,OH
EW6,Edgewood,IA
GHW,Edgewood,KY
EDG,Edgewood,MD
EDD,Edgewood,NJ
DGO,Edgewood,NM
EOQ,Edgewood,NY
DGK,Edgewood,TX
EWZ,Edgewood,WA
EW5,"Edgewood, Suffolk",NY
EDM,Edina/Minneapolis,MN
QEB,Edinboro,PA
EDQ,Edinburg,TX
EQX,Edinburg,VA
ENB,Edinburgh,IN
EDS,Edison,CA
ED4,Edison,GA
EDN,Edison,NJ
DTS,Edisto Island,SC
EOD,Edmond,OK
EOW,Edmonds,WA
EOT,Edmonston,MD
EDC,Edmonton,KY
EM3,Edmore,MI
9JQ,Edna,TX
EDA,Edna Bay,AK
EVF,Edneyville,NC
JVN,Edon,OH
EY2,Edroy,TX
ZYL,Edson,KS
EWA,Edwards,CA
EDZ,Edwards,CO
EZD,Edwards,IL
EGD,Edwards,MS
DWU,Edwardsburg,MI
DWP,Edwardsport,IN
EQV,Edwardsville,AL
EWV,Edwardsville,IL
EDW,Edwardsville,KS
DWS,Edwardsville,PA
EEK,Eek,AK
EFZ,Effie,LA
EFI,Effingham,IL
IGJ,Effingham,NH
EGH,Effingham,SC
EFT,Effort,PA
EJA,Egan,SD
EGX,Egegik,AK
GGB,Egg Harbor,WI
EGG,Egg Harbor City,NJ
GWP,Egg Harbor Township,NJ
EF2,Eglin Air Force Base,FL
EJN,Egnar,CO
EH7,Ehrenberg,AZ
EFB,Eight Fathom Bight,AK
EIG,Eight Mile,AL
EIH,Eighty Four,PA
ITZ,Eitzen,MN
EUL,Eklutna,AK
KKU,Ekuk,AK
KEK,Ekwok,AK
CJN,El Cajon,CA
ECP,El Campo,TX
ECO,El Centro,CA
ECQ,El Cerrito,CA
ELD,El Dorado,AR
EDJ,El Dorado,CA
EDK,El Dorado,KS
EHI,El Dorado Hills,CA
EOO,El Dorado Springs,MO
EMZ,El Mirage,AZ
EMD,El Modena/Orange,CA
EMT,El Monte,CA
JDO,El Nido,CA
EPX,El Paso,IL
ELP,El Paso,TX
EPQ,El Portal,CA
EP4,El Prado,NM
QEL,El Reno,OK
ELS,El Segundo,CA
EZR,El Sereno,CA
KTK,El Sobrante,CA
ETR,El Toro,CA
EBA,Elba,AL
NYE,Elba,NY
JLF,Elberfeld,IN
KLB,Elberon,IA
EB4,Elbert,CO
JLB,Elbert,NJ
EB3,Elberta,AL
BZ4,Elberta,UT
ELB,Elberton,GA
ELG,Elbridge,NY
EB2,Elburn,IL
EQO,Elco,IL
EMC,Eldersburg,MD
7EL,Eldon,IA
YED,Eldon,MO
EDT,Eldon,TX
JDR,Eldora,IA
ED2,Eldorado,IL
E5D,Eldorado,OH
ED5,Eldorado,PA
DDO,Eldorado,TX
EQD,Eldorado,WI
E77,Eldred,PA
ERO,Eldred Rock,AK
EBP,Eldridge,CA
EDR,Eldridge,IA
EID,Eldridge,ND
ILW,Eleanor,WV
KHW,Eleele,HI
ELV,Elfin Cove,AK
ERD,Elfrida,AZ
EGN,Elgin,IL
JGI,Elgin,MN
EGE,Elgin,SC
ZEG,Elgin,TX
EI3,Elida,NM
ELX,Elida,OH
ELI,Elim,AK
ET5,Eliot,MA
EL9,Eliot,ME
EZ8,Elizabeth,CO
6EZ,Elizabeth,IL
EZH,Elizabeth,IN
EZA,Elizabeth,NJ
EBH,Elizabeth,WV
ECG,Elizabeth City,NC
EZB,Elizabethton,TN
EZ7,Elizabethtown,IL
4EI,Elizabethtown,IN
EKX,Elizabethtown,KY
EZW,Elizabethtown,NC
EBW,Elizabethtown,NY
EZT,Elizabethtown,PA
EIZ,Elizabethville,PA
KKN,Elk,CA
ELK,Elk City,OK
EGK,Elk Grove,CA
EVI,Elk Grove Village,IL
E3K,Elk Horn,KY
EYX,Elk Mound,WI
KRK,Elk Park,NC
E2P,Elk Point,SD
LR5,Elk Rapids,MI
ER2,Elk River,MN
EP2,Elka Park,NY
QEK,Elkader,IA
EKH,Elkhart,IA
EKJ,Elkhart,IL
EKI,Elkhart,IN
EHR,Elkhart,KS
EKF,Elkhart,TX
EKK,Elkhart Lake,WI
EKR,Elkhorn,NE
ELH,Elkhorn,WI
EIN,Elkin,NC
EKN,Elkins,WV
EIK,Elkins Park,PA
ELQ,Elkland,PA
ZEM,Elkmont,AL
EKO,Elko,NV
E5T,Elko New Market,MN
EKD,Elkridge,MD
YEK,Elkton,FL
EKT,Elkton,KY
ELT,Elkton,MD
EKM,Elkton,MI
QKO,Elkton,OH
EL8,Elkton,OR
EKZ,Elkton,SD
EKV,Elkton,VA
EKE,Elkview,WV
5EK,Elkville,IL
EKW,Elkwood,VA
EBZ,Ellabell,GA
ELW,Ellamar,AK
ZEV,Ellaville,GA
YEB,Ellenboro,NC
NZB,Ellenboro,WV
EJE,Ellendale,MN
LZL,Ellendale,ND
ELN,Ellensburg,WA
ENJ,Ellenton,FL
EV3,Ellenville,NY
ZEW,Ellenwood,GA
EQ3,Ellerbe,NC
ZEN,Ellettsville,IN
ECC,Ellicott City,MD
ECV,Ellicottville,NY
ELJ,Ellijay,GA
ZET,Ellington,CT
EJG,Ellington,MO
EIJ,Ellis,KS
ESJ,Ellisdale,NJ
EIT,Elliston,VA
ELU,Ellisville,MO
EVE,Ellisville,MS
EOR,Elloree,SC
EQZ,Ellport,PA
EZI,Ellsinore,MO
QIW,Ellsworth,IA
EXH,Ellsworth,IL
ZC6,Ellsworth,KS
ESR,Ellsworth,ME
EY5,Ellsworth,MI
EH3,Ellsworth,NH
EHZ,Ellsworth,PA
EWT,Ellsworth,WA
EZL,Ellsworth,WI
EHB,Ellsworth Air Force Base,SD
EL3,Ellwood,CA
XFH,Ellwood City,PA
EM6,Elm,PA
EC3,Elm City,NC
EQC,Elm Creek,NE
EXV,Elm Grove,WI
EQM,Elm Mott,TX
ESQ,Elm Springs,AR
EA2,Elma,IA
EFA,Elma,NY
EAW,Elma,WA
EL2,"Elma, Erie",NY
XRW,Elmendorf,TX
ZC7,Elmendorf Air Force Base,AK
EL4,Elmer,NJ
ELR,Elmhurst,IL
EH2,Elmhurst,NY
ELM,Elmira,NY
EMR,Elmira Heights,NY
QDM,Elmont,NY
EXO,Elmore,AL
EMJ,Elmore,OH
E8M,Elmore,VT
EMO,Elmore,WV
UFR,Elmsford,NY
IMZ,Elmwood,CT
EXW,Elmwood,IL
IXX,Elmwood,NE
EWX,Elmwood,WI
EMW,Elmwood Park,IL
EWP,Elmwood Park,NJ
EW3,"Elmwood, Pierce",WI
EE6,Eloise,FL
QEN,Elon,NC
REU,Elora,TN
EOY,Eloy,AZ
ERY,Elroy,WI
4EL,Elsah,IL
EEY,Elsberry,MO
EIL,Elsie,MI
EM2,Elsmere,DE
EJQ,Elton,LA
OAO,Elton,PA
E9P,Eltopia,WA
EVO,Elverson,PA
E2V,Elverta,CA
EWE,Elwell,MI
EQW,Elwood,CA
EWI,Elwood,IL
ELL,Elwood,IN
EWW,Elwood,KS
EW9,Elwood,NE
EWQ,Elwood,NJ
LYU,Ely,MN
ELY,Ely,NV
EIA,Elyria,OH
EYS,Elysburg,PA
EMB,Embarcadero/San Francisco,CA
E7M,Embarrass,WI
EJX,Emden,IL
EMA,Emelle,AL
ZZX,Emerald Isle,NC
ZQN,Emerson,GA
IAE,Emerson,IA
EQS,Emerson,NJ
EMY,Emery,SD
JEM,Emeryville,CA
EM4,Emigrant Gap,CA
EGS,Emigsville,PA
EY8,Emily,MN
EN2,Eminence,KY
EII,Eminence,MO
EMX,Emlenton,PA
EMU,Emmaus,PA
ET6,Emmet,AR
EMG,Emmetsburg,IA
EEI,Emmett,ID
EMK,Emmonak,AK
YEM,Emory,TX
EP8,Empire,AL
EPE,Empire,LA
YZZ,Empire,MI
EPW,Empire,NV
EMP,Emporia,KS
ERA,Emporia,VA
EUI,Emporium,PA
EMH,Emsworth,PA
XFE,Encinitas,CA
ENO,Encino,CA
ECF,Encino,TX
END,Endeavor,PA
EPV,Endeavor,WI
EEQ,Enderlin,ND
EQT,Endicott,NE
ENC,Endicott,NY
BGM,Endicott-Johnson City-Binghamton Apt,NY
ERG,Energy,IL
ENF,Enfield,CT
6EF,Enfield,IL
EFL,Enfield,NC
EAD,England,AR
NGE,Englevale,ND
QTS,Englewood,CO
XEW,Englewood,FL
EWD,Englewood,NJ
EW4,Englewood,NY
OZ2,Englewood,OH
EEW,Englewood,TN
ENG,Englewood Cliffs,NJ
EN3,English,IN
KEB,English Bay,AK
UFX,Englishtown,NJ
WDG,Enid,OK
EIM,Enigma,GA
ENK,Enka,NC
EN5,Ennice,NC
E5N,Ennis,MT
ENE,Ennis,TX
EOJ,Enochs,TX
EL7,Enola,PA
ENM,Enon,OH
OYU,Enon Valley,PA
EON,Enoree,SC
NUR,Enosburg Center,VT
EBF,Enosburg Falls,VT
ENS,Ensley,AL
ETS,Enterprise,AL
KJF,Enterprise,KS
KFJ,Enterprise,KS
EPP,Enterprise,MS
ENP,Enterprise,OR
EEP,"Enterprise, Washington",UT
EN7,Entiat,WA
ECW,Enumclaw,WA
EQI,Eolia,MO
ERM,Ephraim,UT
EHP,Ephrata,PA
EPH,Ephrata,WA
EP7,Epping,NH
QIY,Equality,IL
E7R,Erath,LA
ER9,Erda,UT
QRL,Erial,NJ
XEH,Erie,CO
ERZ,Erie,IL
EE2,Erie,MI
ERI,Erie,PA
ERJ,Erin,TN
ERL,Erlanger,KY
ERR,Errol,NH
ER4,Erving,MA
EWJ,Erwin,NC
ERW,Erwin,TN
QEW,Erwins,NY
EXC,Escalon,CA
ESC,Escanaba,MI
ECD,Escondido,CA
EKL,Eskdale,WV
EKQ,Esko,MN
ESM,Esmond,RI
ES8,Esopus,NY
ESO,Espanola,NM
EZO,Esparto,CA
EPZ,Esperance,NY
GZA,Esperanza,CA
EEX,Essex,CT
ES6,Essex,MA
ESE,Essex,MD
3EX,Essex,NY
EXF,Essex Fells,NJ
ESS,Essex Junction,VT
EXY,Essexville,MI
ETX,Essington,PA
EXQ,Estacada,OR
ET9,Estelline,SD
ESG,Estero,FL
ESB,Estero Bay,CA
EP9,Estes Park,CO
EST,Estherville,IA
ES9,Estill,SC
ETZ,Estill Springs,TN
S9D,Ethan,SD
ETH,Ether,NC
TDG,Ethridge,MT
EHG,Ethridge,TN
EFS,Etiwanda,CA
E2T,Etna,CA
XTA,Etna,OH
ET3,Etna,PA
ET2,Etna,WY
ETG,Eton,GA
TWP,Etowah,NC
ETO,Etowah,TN
E3T,Etta,MS
ETT,Etter,TX
EUC,Euclid,OH
EUD,Eudora,AR
EK2,Eudora,KS
EUF,Eufaula,AL
EF3,Eufaula,OK
EUN,Eugene,MO
EUG,Eugene,OR
ELC,Euless,TX
UCE,Eunice,LA
EUJ,Eunice,NM
EUP,Eupora,MS
EKA,Eureka,CA
2EK,Eureka,IL
UKC,Eureka,MT
EUE,Eureka,NV
ER7,Eureka,UT
EUK,"Eureka, Perry",MO
EUR,"Eureka, Saint Louis",MO
EKC,Eustace,TX
EUS,Eustis,FL
EUT,Eustis,ME
ET4,Eutaw,AL
XVA,Eva,AL
EVQ,Eva,TN
AE2,Evadale,AR
EVA,Evadale,TX
EC9,Evans,CO
EVG,Evans,GA
EVC,Evans City,PA
EVD,Evanston,IL
EVW,Evanston,WY
EVN,Evansville,IL
EVV,Evansville,IN
ESV,Evansville,WI
EVK,Evansville,WV
VNI,Evansville,WY
EVJ,Evant,TX
EV2,Evart,MI
EVM,Eveleth,MN
EV7,Evendale,OH
EVL,Evendale,OH
3IN,Evensville,IN
EVT,Everett,MA
EV4,Everett,NJ
EVZ,Everett,PA
PAE,Everett,WA
ZC8,Everetts,NC
EFG,Everglades City,FL
EVR,Evergreen,AL
YEG,Evergreen,CO
VGC,Evergreen,MT
EXG,Evergreen,WA
EP3,Evergreen Park,IL
EVX,Everman,TX
VSO,Everson,PA
ZC9,Everson,WA
EWH,Ewa Beach (Oahu),HI
EG2,Ewing,NE
QEI,Ewing,NJ
E2W,Ewing,VA
EXZ,Excelsior,MN
ZEO,Excelsior Springs,MO
EXI,Excursion Inlet,AK
EXD,Exeland,WI
EXT,Exeter,CA
EXK,Exeter,ME
X5O,Exeter,MO
EXE,Exeter,NH
EXP,Exeter,PA
EXR,Exeter,RI
EXA,Exmore,VA
EPT,Export,PA
EXN,Exton,PA
EYP,Eynon,PA
FAB,Fabens,TX
FB4,Faber,VA
RHV,Fair Haven,MI
FH2,Fair Haven,NJ
FAA,Fair Haven,VT
FHP,Fair Hill,PA
FLY,Fair Lawn,NJ
YFO,Fair Oaks,AR
FOS,Fair Oaks,CA
FXR,Fair Oaks,IN
FPL,Fair Play,CA
RPY,Fair Play,CO
AIW,Fair View,NJ
FZB,Fairbank,IA
FAI,Fairbanks,AK
FBA,Fairborn,OH
FBN,Fairburn,GA
FB2,Fairbury,IL
FBY,Fairbury,NE
F2C,Fairchance,PA
FBS,Fairchild Air Force Base,WA
FIA,Fairdale,KY
FFX,Fairfax,AL
AIF,Fairfax,CA
FFP,Fairfax,IA
FF2,Fairfax,MN
RFX,Fairfax,MO
FYA,Fairfax,SC
FXX,Fairfax,VA
AIX,Fairfax,VT
FXO,"Fairfax, Hamilton",OH
FFB,Fairfield,AL
SUU,Fairfield,CA
FFI,Fairfield,CT
FGX,Fairfield,GA
FFL,Fairfield,IA
YFL,Fairfield,IL
FAD,Fairfield,IL
YFE,Fairfield,ME
FDF,Fairfield,NC
FLA,Fairfield,NJ
FFY,Fairfield,NY
FAO,Fairfield,OH
PA5,Fairfield,PA
FAE,Fairfield,TN
FAX,Fairfield,TX
FFV,Fairfield,VA
FFE,Fairfield,WA
FFR,Fairforest,SC
FAG,Fairgrove,MI
FVH,Fairhaven,MA
FH3,Fairhope,AL
FDN,Fairland,IN
FAJ,Fairland,OK
FL3,Fairlawn,OH
9FA,Fairlea,WV
JFI,Fairlee,VT
FAH,Fairless Hills,PA
3FR,Fairmont,IL
FRM,Fairmont,MN
FAN,Fairmont,NC
XFI,Fairmont,WV
QFY,Fairmont City,IL
QFC,Fairmont City,PA
FMW,"Fairmont, Will",IL
FMU,Fairmount,GA
FIO,Fairmount,IL
FQX,Fairmount,IN
FMK,Fairmount,ND
F9A,Fairmount,PA
FPD,Fairplay,CO
XFP,Fairport,NY
FPT,Fairport Harbor Village,OH
NJF,Fairton,NJ
4FV,Fairview,IL
FVK,Fairview,KS
FV8,Fairview,MI
IVW,Fairview,MO
FRE,Fairview,NJ
F2R,Fairview,OK
FVI,Fairview,OR
FVE,Fairview,PA
FEW,Fairview,TN
TX3,Fairview,TX
VWF,Fairview,WV
FIH,Fairview Heights,IL
FVP,Fairview Park,OH
FW3,Fairwater,WI
FZO,Faison,NC
NZA,Faith,NC
FQC,Falcon,MO
FC2,Falcon,NC
AOR,Falconer,NY
FFH,Falfurrias,TX
XFN,Falkner,MS
FKV,Falkville,AL
DFY,Fall City,WA
FGK,Fall Creek,OR
FFK,Fall Creek,WI
FAV,Fall River,MA
FAZ,Fall River,WI
EWB,Fall River-New Bedford Apt,MA
FOR,Fallbrook,CA
FNW,Falling Waters,WV
FXN,Fallon,CA
NFL,Fallon,NV
F5S,Falls,PA
FA9,Falls,WY
FLJ,Falls Bay,AK
FAC,Falls Church,VA
FSY,Falls City,NE
FJI,Falls City,TX
FXK,Falls Creek,PA
XFM,Falls Mills,VA
KYF,Falls of Rough,KY
FAS,Fallsington,PA
FL2,Fallston,MD
FS2,Fallston,NC
FQZ,Falmouth,KY
FMH,Falmouth,MA
FUA,Falmouth,ME
F2M,Falmouth,VA
FAK,False Island,AK
KFP,False Pass,AK
FCR,Fancher,NY
FS6,Fanshawe,OK
FWJ,Fanwood,NJ
FHS,Far Hills,NJ
FR2,"Far Rockaway, Queens",NY
FWL,Farewell,AK
JGO,Fargo,GA
ZFG,Fargo,IL
FAR,Fargo,ND
6FG,Fargo,OK
FBL,Faribault,MN
5FI,Farina,IL
FY4,Farley,IA
JFM,Farmer,OH
5FC,Farmer City,IL
FBX,Farmers Branch,TX
7FV,Farmers Valley,PA
FSB,Farmersburg,IN
FC3,Farmersville,CA
VG3,Farmersville,OH
6FV,Farmersville,OH
VF3,Farmersville,TX
FVF,Farmerville,LA
8FD,Farmingdale,IL
FMJ,Farmingdale,NJ
FRG,Farmingdale,NY
ZYQ,Farmington,CA
FMF,Farmington,CT
7FG,Farmington,IL
FA3,Farmington,KY
FMQ,Farmington,ME
FMI,Farmington,MI
FIG,Farmington,MN
FAM,Farmington,MO
FPH,Farmington,NH
FZM,Farmington,NJ
FMN,Farmington,NM
FGT,Farmington,NY
FA7,Farmington,PA
FGJ,Farmington,UT
VFI,Farmington,WA
WV3,Farmington,WV
FGS,Farmington Falls,ME
QFM,Farmington Hill,PA
FHI,Farmington Hills,MI
FNG,"Farmington, Fayette",PA
FGQ,Farmingville,NY
FRV,Farmville,NC
FMV,Farmville,VA
FNA,Farnam,NE
U7T,Farr West,UT
FJR,Farragut,IA
FAP,Farrell,PA
FW8,Farwell,MI
FAW,Farwell,TX
FXA,Fate,TX
FAQ,Faulkner,MD
FKO,Faulkton,SD
FGR,Fawn Grove,PA
F2S,Fawnskin,CA
FYT,Fayette,AL
FQT,Fayette,IA
3FY,Fayette,IL
ZFY,Fayette,MO
YET,Fayette,MS
FY7,Fayette,OH
FYV,Fayetteville,AR
FYE,Fayetteville,GA
FYZ,Fayetteville,IL
FAY,Fayetteville,NC
FY9,Fayetteville,NY
FV2,Fayetteville,OH
FYW,Fayetteville,PA
FYM,Fayetteville,TN
TXF,Fayetteville,TX
YTT,Fayetteville,WV
FQI,Fayville,MA
FEA,Feasterville,PA
FDW,Federal Way,WA
FDL,Federalsburg,MD
FGH,Feeding Hills,MA
FA2,Felda,FL
FYD,Felida,WA
FW5,Fellows,CA
FEL,Fellsmere,FL
FEK,Felt,OK
FXT,Felton,CA
F3T,Felton,DE
FEX,Felton,PA
PNM,Fennimore,WI
FEJ,Fennville,MI
IFN,Fenton,IA
FNO,Fenton,MI
FNM,Fenton,MO
FTR,Fentress,VA
V3W,Fenwick,WV
FEF,Fenwick Island,DE
FDA,Ferdinand,IN
FFM,Fergus Falls,MN
ZGU,Ferguson,MO
FN2,Fernald,OH
FEB,Fernandina Beach,FL
QFE,Ferndale,CA
FEE,Ferndale,MI
QFN,Ferndale,NY
FDT,Ferndale,WA
FYR,Fernley,NV
FWE,Fernwood,ID
FIQ,Fernwood,MS
QFI,Ferriday,LA
FEI,Ferris,TX
FER,Ferrysburg,MI
XZ7,Ferryville,WI
FNU,Fessenden,ND
FUS,Festus,MO
XFJ,Feura Bush,NY
FI3,Fiddletown,CA
FIE,Fieldale,VA
FS5,Fields,OR
F5L,Fields Landing,CA
FDJ,Fieldsboro,NJ
FFS,Fife,WA
FF4,Fife Lake,MI
FYL,Fifty Lakes,MN
FII,Filer,ID
FTY,Filer City,MI
FIM,Fillmore,CA
FMO,Fillmore,NY
FIL,Fillmore,UT
FJC,Fincastle,VA
XFL,Finderne,NJ
FY8,Findlay,IL
FDY,Findlay,OH
FNK,Fink Creek,AK
FNS,Finksburg,MD
FEY,Finley,ND
FYI,Finleyville,PA
FZT,Fircrest,WA
FIC,Fire Cove,AK
FIR,Firebaugh,CA
RTC,Firestone,CO
FHQ,Firth,ID
IRH,Firth,NE
F3S,Fischer,TX
IPF,Fish Camp,CA
FHR,Fisher,IL
FZR,Fisher,WA
ZFI,"Fisher Island, Miami",FL
FSH,Fishers,IN
OQQ,Fishers,NY
FID,Fishers Island,NY
FHV,Fishersville,VA
FSW,Fishertown,PA
FIK,Fishkill,NY
FKD,Fiskdale,MA
KFI,Fiskeville,RI
FIT,Fitchburg,MA
FIB,Fitchburg,WI
FCH,Fitchville,CT
IHN,Fithian,IL
FZG,Fitzgerald,GA
FZK,Fitzpatrick,AL
FZW,Fitzwilliam,NH
FYC,Five Corners,WA
FIV,Five Finger,AK
FMC,Five Mile,AK
FIP,Five Points,CA
FGL,Flagler,CO
FBF,Flagler Beach,FL
FLG,Flagstaff,AZ
FTO,Flagtown,NJ
FG7,Flanagan,IL
FDZ,Flanders,NJ
FDQ,Flanders,NY
YFD,Flandreau,SD
FLT,Flat,AK
UJB,Flat River,MO
LTK,Flat Rock,IL
FR4,Flat Rock,IN
LTR,Flat Rock,NC
FLC,Flat Rock,OH
FTP,Flatonia,TX
FLF,Flatrock,MI
FXM,Flaxman Island,AK
FWP,Fleetwood,PA
FMZ,Fleischmanns,NY
FEG,Fleming,GA
ZXH,Fleming,OH
FI7,Fleming Island,FL
FL5,Fleming Island,FL
FMB,Flemingsburg,KY
FLE,Flemington,NJ
FFZ,Flemington,WV
FHE,Fletcher,NC
YFH,Fletcher,OH
JFT,Fletcher,OK
FNT,Flint,MI
FXI,Flint,TX
FH5,Flint Hill,VA
FZN,Flinton,PA
ZDB,Flintstone,GA
5FS,Flintstone,MD
FPP,Flippin,AR
FMM,Flomaton,AL
FW2,Floodwood,MN
FFW,Floodwood,NY
AEA,Flora,IL
FOI,Flora,IN
FOM,Flora,MS
F22,Floral City,FL
FLP,Floral Park,NY
FL7,Florala,AL
FPU,Floreffe,PA
FNE,Florence,AL
ZZO,Florence,AZ
FCL,Florence,CA
FLZ,Florence,CO
S4F,Florence,KS
FKY,Florence,KY
FLM,Florence,MA
OEZ,Florence,MO
FRC,Florence,MS
FR7,Florence,MT
FLR,Florence,NJ
FQE,Florence,OR
FLO,Florence,SC
FLX,Florence,TX
OEE,Florence,VT
FCE,Florence,WI
MSL,Florence-Muscle Shoals Apt,AL
FL6,Floresville,TX
FP2,Florham Park,NJ
FL4,Florida,MA
FOA,Florida,NY
YFA,Florida City,FL
FMD,Florien,LA
FOT,Florissant,MO
FSX,Flossmoor,IL
FOQ,Flourtown,PA
XFG,Flower Mound,TX
FLB,Flowery Branch,GA
FWD,Flowood,MS
VAF,Floyd,VA
FDD,Floydada,TX
FNI,Floyds Knobs,IN
FUH,Flushing,MI
FLU,Flushing Apt/New York,NY
FSG,Flushing/Queens/New York,NY
FOG,Fogelsville,PA
UJD,Folcroft,PA
NHX,Foley,AL
FLS,Foley,FL
FY2,Foley,MN
FON,Folkston,GA
FOO,Follansbee,WV
F2L,Follett,TX
FYB,Folly Beach,SC
FOU,Folsom,CA
FOJ,Folsom,LA
FM3,Folsom,NJ
OMY,Fombell,PA
FLD,Fond du Lac,WI
FOY,Fonda,NY
XFR,Fontana,CA
FJO,Fontana,WI
FT2,Fontanet,IN
FHH,Foothill Farms,CA
FOH,Foothill Ranch,CA
FBQ,Forbing,LA
FCT,Ford City,PA
FHG,Ford Heights,IL
FD3,Fordland,MO
AEB,Fords,NJ
FSV,Fordsville,KY
FDC,Fordyce,AR
FM8,Foreman,AR
FTI,Forest,MS
FS4,Forest,VA
FXY,Forest City,IA
FCC,Forest City,IL
FCN,Forest City,NC
FZC,Forest City,PA
FSQ,Forest Dale,VT
FGV,Forest Grove,OR
FH9,Forest Hill,LA
FES,Forest Hill,MD
FH8,Forest Hill,TX
FHL,Forest Hills/Queens/New York,NY
FJ3,Forest Junction,WI
F5K,Forest Knolls,CA
FSL,Forest Lake,MN
FTA,Forest Park,AR
FOP,Forest Park,GA
FPA,Forest Park,IL
FPK,Forest Park,OH
RA3,Forest Ranch,CA
FTW,Forest View,IL
FVO,"Forest, Hardin",OH
F3R,Forestburg,NY
C27,Foresthill,CA
KOQ,Forestport,NY
FO9,Forestville,CA
